art_id	art_version	art_full	status	description	method	location	notes	created_by	customer
165	2	165.2	Approved	"Bartlett Shield 1.77""w WHBK"	Embroidery		AYF - WHBK	mmintz	002120
182	2	182.2	Approved	"Rainbow TreeCare 4""w BK"	Screen Print/Heat Transfer		QB6 - BK	vrowinsky	003101
192	2	192.2	Approved	SavATree Care 4.50”w WH	Screen Print/Heat Transfer		RWJ - WH	vrowinsky	003101
192	3	192.3	Approved	SavATree Care 4.50”w SO (OR)	Screen Print/Heat Transfer		RWJ - SO (OR)	vrowinsky	003101
193	2	193.2	Approved	"Americorps 2.5""w BK"	Screen Print/Heat Transfer		QLG - BK	vrowinsky	003101
193	3	193.3	Approved	"Americorps 2.5""w WH"	Screen Print/Heat Transfer		QLG - WH	mmintz	003101
216	2	216.2	Approved	"Davey RG 2.5""w BK"	Embroidery		AKH - BK	vrowinsky	003101
22	2	22.2	Approved	Davey 3.51 BK	Embroidery		AFB - BK	vrowinsky	003101
22	3	22.3	Approved	Davey 3.51 WH	Embroidery		AFB - WH	vrowinsky	003101
22	4	22.4	Approved	Davey 3.51 BKGN	Embroidery		AFB - BKGN	vrowinsky	003101
23	2	23.2	Approved	"Davey 3.5""w WH"	Screen Print/Heat Transfer		Q3Q	mmintz	002388
23	3	23.3	Approved	"Davey 3.5""w BK"	Screen Print/Heat Transfer		Q3Q	mmintz	002388
251	2	251.2	Approved	"Scientists in Parks 12"" BKWH"	Screen Print/Heat Transfer		QR7 - BKWH	vrowinsky	003101
252	2	252.2	Approved	Scientists in Parks 3.5 BRGNTL	Screen Print/Heat Transfer		QQI - BRGNTL	vrowinsky	003101
256	2	256.2	Approved	"Rainbow Treecare 13""w BK"	Screen Print/Heat Transfer		Q7Y	vrowinsky	003101
265	2	265.2	Approved	Arz Conservation 3”w BKOR	Embroidery		B86 - BKOR	mmintz	003101
29	2	29.2	Approved	"Davey 4""w BK"	Screen Print/Heat Transfer		Q3R - BK	mmintz	002388
296	2	296.2	Approved	SavATree  4”w BL	Screen Print/Heat Transfer		RXY - Pocket Logo - BL	vrowinsky	003101
297	2	297.2	Approved	SavATree 8.5”w BL	Screen Print/Heat Transfer		RY1 - BL	ncarroll	003101
32	2	32.2	Approved	"Davey RG 3.5""w BK"	Screen Print/Heat Transfer		QEM - BK	vrowinsky	003101
34	2	34.2	Approved	"Davey Commercial 2.5""w BK"	Embroidery		A4E - BK	mmintz	002388
364	2	364.2	Approved	"SavATree 3.01""w WHRD"	Embroidery		A9R - WHRD - Hat Back Straight	vrowinsky	003101
375	2	375.2	Approved	SavATree 7.5”w BL	Screen Print/Heat Transfer		RXZ - Vest FB S & M - BL	vrowinsky	003101
416	2	416.2	Approved	"Mainscape 12""w BK"	Screen Print/Heat Transfer		Q63 - BK	mmintz	001156
417	2	417.2	Approved	"Mainscape - Flag 3""w BK"	Screen Print/Heat Transfer		Q65 - BK	mmintz	001156
450	2	450.2	Approved	"Integrity Tree 11""w BK"	Screen Print/Heat Transfer		RJ9 - BK	ncarroll	003101
496	2	496.2	Approved	"Davey Bag Logo 5.25""w WH"	Screen Print/Heat Transfer		RFN - WH	mmintz	002388
542	2	542.2	Approved	SavATree 10.5”w X BL	Screen Print/Heat Transfer		SGL-BL	ncarroll	003101
66	2	66.2	Approved	"Bartlett 4.06""w WHGN"	Embroidery		A2S - WHGN	mmintz	002385
66	3	66.3	Approved	"Bartlett 4.06""w WHGNGN"	Embroidery		A2S - WHGNGN	mmintz	002385
68	2	68.2	Approved	SavATree 3.5”w WHGN	Embroidery		BGT - WHGN	vrowinsky	003101
96	2	96.2	Approved	SavATree 4.5”w WH	Screen Print/Heat Transfer		SGI - WH	mmintz	002398
96	3	96.3	Approved	SavATree 4.5”w SO	Screen Print/Heat Transfer		SGI - SO	mmintz	002398
96	4	96.4	Approved	SavATree 4.5”w X BL	Screen Print/Heat Transfer		SGI-BL	ncarroll	003101
97	2	97.2	Approved	SavATree 13.5”w WH	Screen Print/Heat Transfer		SGK - WH	mmintz	002398
97	3	97.3	Approved	SavATree 13.5”w BL	Screen Print/Heat Transfer		SGK - BL	mmintz	002398
99	2	99.2	Approved	CVA National Park 3.25 WHGNBR	Embroidery		AIR - WHGNBR	vrowinsky	003101
109	4	109.4	Approved	"Stanley Tree 2.9""w WHBKGY"	Screen Print/Heat Transfer		Q97	vrowinsky	003101
110	4	110.4	Approved	"Stanley Tree 9""w RDGYBK"	Screen Print/Heat Transfer		G5V - RDGYBK	vrowinsky	003101
128	2	128.2	Approved	"Pennline ® 1C 4""w BK"	Screen Print/Heat Transfer		RRH - BK	ncarroll	003101
166	2	166.2	Approved	"Independence Demo 2.77"" Multi"	Embroidery		A6F - Multi	ncarroll	003101
169	2	169.2	Approved	"Pennline ® 2C 4""w WHRD"	Screen Print/Heat Transfer		RRI - WHRD	vrowinsky	003101
181	2	181.2	Approved	"Independence Demo 2.75"" Multi"	Screen Print/Heat Transfer		G39 - Multi	ncarroll	003101
208	2	208.2	Approved	"Mobilize Green 10""w WH"	Screen Print/Heat Transfer		QTX - WH	vrowinsky	003101
209	2	209.2	Approved	Mobilize Green 11”w WH	Screen Print/Heat Transfer		S2M - WH	vrowinsky	003101
220	2	220.2	Approved	"Monster 12""w BRGN"	Screen Print/Heat Transfer		Q6K - BRGN	ncarroll	003101
221	2	221.2	Approved	"Monster 3C 11""w WHGNBR"	Screen Print/Heat Transfer		RHT	ncarroll	003101
244	2	244.2	Approved	"Xylem 12""w BK"	Screen Print/Heat Transfer		QAP - BK	vrowinsky	003101
257	2	257.2	Approved	Mobilize Green 7.4”w WH	Screen Print/Heat Transfer		SF3 - WH	vrowinsky	003101
267	2	267.2	Approved	Xylem Kendall 8”w BK	Screen Print/Heat Transfer		SFD - Chaps - BK	vrowinsky	003101
283	2	283.2	Approved	"Xylem 8.75""w BK"	Screen Print/Heat Transfer		QAT - Vest - BK	vrowinsky	003101
284	2	284.2	Approved	"Xylem Hop 3""w BK"	Screen Print/Heat Transfer		RFC - BK	vrowinsky	003101
291	2	291.2	Approved	"Kendall Vest 5.75""w BK"	Screen Print/Heat Transfer		SFB - BK *Use on M & L Vests*	vrowinsky	003101
325	2	325.2	Approved	"Xylem 5.75""w BK"	Screen Print/Heat Transfer		QAS - BK	ncarroll	003101
366	2	366.2	Approved	"Kendall Vest 8.75""w FB"	Screen Print/Heat Transfer		SFC - BK	ncarroll	003101
376	2	376.2	Approved	"Pennline ® 7""w BK"	Screen Print/Heat Transfer		RRK	vrowinsky	003101
403	2	403.2	Approved	"Kendall 12""w BK"	Screen Print/Heat Transfer		SF8 - BK	vrowinsky	003101
546	2	546.2	Approved	"Kendall HOP 3""w BK"	Screen Print/Heat Transfer		SF9 - BK	vrowinsky	003101
83	4	83.4	Approved	"Stanley Tree 2.9""w RDWH"	Embroidery		AA5 - RDWH	vrowinsky	003101
84	2	84.2	Approved	"PennLine 3.01""w WH"	Embroidery		A8U - WH	vrowinsky	003101
84	3	84.3	Approved	"PennLine 3.01""w BK"	Embroidery		A8U - BK	vrowinsky	003101
84	4	84.4	Approved	"PennLine 3.01""w RDWH"	Embroidery		A8U - RDWH	vrowinsky	003101
85	2	85.2	Approved	"Independence Ex 2.75""w Multi"	Embroidery		A6G - Multi	vrowinsky	003101
89	2	89.2	Approved	"Independence Ex 2.6""w Multi"	Screen Print/Heat Transfer		G3B - Multi	vrowinsky	003101
91	2	91.2	Approved	"Independence Con 4.01""w RDWH"	Embroidery		A6E - RDWH	vrowinsky	003101
92	2	92.2	Approved	"Mobilize Green 4""w x BRGN"	Embroidery		A7T - BRGN	ncarroll	003101
92	3	92.3	Approved	"Mobilize Green 4""w WH"	Embroidery		A7T - WH	ncarroll	003101
93	2	93.2	Approved	"Xylem Tree 1C 4""w BK"	Screen Print/Heat Transfer		QAQ	vrowinsky	003101
109	2	109.2	Approved	"Stanley Tree 2.9""w RDGYBK"	Screen Print/Heat Transfer		Q97	vrowinsky	003101
109	3	109.3	Approved	"Stanley Tree 2.9""w RDGYWH"	Screen Print/Heat Transfer		Q97	mmintz	002171
1090	2	1090.2	Approved	"Treesmiths 4C 3.75""w WHGNBR"	Screen Print/Heat Transfer		R73	mmintz	020619
1092	2	1092.2	Approved	"Hartford Truck 3.5""w WH"	Screen Print/Heat Transfer		RFD - WH	mmintz	000563
110	2	110.2	Approved	"Stanley Tree 9""w WHBKGY"	Screen Print/Heat Transfer		G5V - WHBKGY	vrowinsky	003101
110	3	110.3	Approved	"Stanley Tree 9""w RDGYWH"	Screen Print/Heat Transfer		G5V - RDGYWH	mmintz	002171
119	2	119.2	Approved	"Progressive 3.51""w WH"	Embroidery		A8Y - WH	vrowinsky	003101
124	2	124.2	Approved	"DECCO 2.01""w BK"	Screen Print/Heat Transfer		QFJ	mmintz	002429
124	3	124.3	Approved	"DECCO 2.01""w WH"	Screen Print/Heat Transfer		QFJ	mmintz	002429
131	2	131.2	Approved	"Brookes & Hend 2.5""w NV"	Embroidery		ATR - NV	vrowinsky	003101
136	2	136.2	Approved	"Lake Metroparks 2.5""w WH"	Screen Print/Heat Transfer		G3W - WH	vrowinsky	003101
140	2	140.2	Approved	"Lake Metro 2.51""w KH"	Embroidery		A7A - KH	mmintz	002393
140	3	140.3	Approved	"Lake Metro 2.51""w WH"	Embroidery		A7A - WH	mmintz	002393
143	2	143.2	Approved	"Western Reserve 3.01""w WHYW"	Embroidery		ABL - WHYW	vrowinsky	003101
1580	2	1580.2	Approved	Kendall Vegetation 3.75” WH	Embroidery		BGA - WH	vrowinsky	003101
1628	1	1628.1	Approved	"Kent Forestry 3.51""w x 2.97""h"	Embroidery		A75	mmintz	001051
1629	1	1629.1	Approved	"Hartford HTE 4.17""w x 14""h"	Screen Print/Heat Transfer		S8X	mmintz	000563
1629	2	1629.2	Approved	"Hartford HTE 4.17""w BKYW"	Screen Print/Heat Transfer		S8X - BKYW	mmintz	000563
1630	1	1630.1	Approved	"Cleveland Metro 2.54""w x 2.34"""	Embroidery		A3T	vrowinsky	000461
1630	2	1630.2	Approved	"Cleveland Metro 2.54""w WH"	Embroidery		A3T - WH	vrowinsky	003101
1630	3	1630.3	Approved	"Cleveland Metro 2.54""w BK"	Embroidery		A3T - BK	mmintz	000461
1631	1	1631.1	Approved	"Outdoor Pride 12""w x 6.18""h"	Screen Print/Heat Transfer		Q78	mmintz	001393
1631	2	1631.2	Approved	"Outdoor Pride 12""w BKBLGN"	Screen Print/Heat Transfer		Q78 - BKBLGN	mmintz	001393
1632	1	1632.1	Approved	"Outdoor Pride 4.5""w x 2.3""h"	Screen Print/Heat Transfer		Q79	mmintz	001393
1632	2	1632.2	Approved	"Outdoor Pride 4.5""w WHBLGN"	Screen Print/Heat Transfer		Q79 - WHBLGN	mmintz	001393
1633	1	1633.1	Approved	"Outdoor Pride Flag 3""w x 1.58"	Screen Print/Heat Transfer		Q7A	mmintz	001393
1633	2	1633.2	Approved	"Outdoor Pride Flag 3""w RDWHBL"	Screen Print/Heat Transfer		Q7A - RDWHBL	mmintz	001393
1634	1	1634.1	Approved	"Cleveland Metro 2.5""w x 2.42"""	Screen Print/Heat Transfer		G1W	vrowinsky	000461
1634	2	1634.2	Approved	"Cleveland Metro 2.5""w BK"	Screen Print/Heat Transfer		G1W - BK	vrowinsky	003101
191	2	191.2	Approved	"Phillips 8""w BK"	Screen Print/Heat Transfer		T5M - BK	vrowinsky	003101
246	2	246.2	Approved	"Cumberland Valley 4""w WHGN"	Screen Print/Heat Transfer		G25 - WHGN	vrowinsky	003101
278	2	278.2	Approved	"Kendall Veg. 3.75""w WH"	Embroidery		A74 - WH BGA	mmintz	040037
287	2	287.2	Approved	Phillips & Jordan 4.02”w BKYW	Embroidery		BUR - BKYW	mmintz	001448
290	2	290.2	Approved	"Phillips & Jordan 9""w BKYW"	Screen Print/Heat Transfer		T2Y - HVSA - BKYW	mmintz	001448
292	2	292.2	Approved	"Phillips & Jordan 3""w BKYW"	Screen Print/Heat Transfer		T2X - BKYW	vrowinsky	003101
305	2	305.2	Approved	Ironwood 7”w RDYWBK	Screen Print/Heat Transfer		RXS - HVSA - RDYWBK	mmintz	014905
307	2	307.2	Approved	"Treesmiths 7""w X GNBK"	Screen Print/Heat Transfer		RPL - GNBK	vrowinsky	003101
331	2	331.2	Approved	"Greenwise Organic 4""w BRGN"	Embroidery		B46 - BRGN	mmintz	000832
341	2	341.2	Approved	"Phillips 4""w WHYWBK"	Screen Print/Heat Transfer		T5K - WHYWBK	vrowinsky	003101
342	2	342.2	Approved	"Phillips 11""w WHYWBK"	Screen Print/Heat Transfer		T5L - WHYWBK	vrowinsky	003101
347	2	347.2	Approved	"Pennline ®  8""w BK"	Screen Print/Heat Transfer		RQZ - BK	vrowinsky	003101
349	2	349.2	Approved	"A Cut Above 7""w BKGN"	Screen Print/Heat Transfer		BKGN	mmintz	020619
386	2	386.2	Approved	Moorhead 3.75”w BLGY	Embroidery		BFY - BLGY	vrowinsky	003101
402	2	402.2	Approved	Kendall Vegetation 4”w WH	Screen Print/Heat Transfer		SDT - WH	vrowinsky	003101
402	3	402.3	Approved	Kendall Vegetation 4”w BK	Screen Print/Heat Transfer		SDT - BK	vrowinsky	003101
419	2	419.2	Approved	"Carroll Tree Service 4""w WH"	Screen Print/Heat Transfer		Q2X - WH	vrowinsky	003101
420	2	420.2	Approved	"TCIA Accredited 3""w BK"	Screen Print/Heat Transfer		Q9G - BK	vrowinsky	003101
420	3	420.3	Approved	"TCIA Accredited 3""w WH"	Screen Print/Heat Transfer		Q9G - WH	vrowinsky	003101
430	2	430.2	Approved	"Treesmiths 4""w x WHGNBR"	Embroidery		AB4 - WHGNBR	vrowinsky	003101
483	2	483.2	Approved	"Treesmiths 9""w GNBK"	Screen Print/Heat Transfer		STM - GNBK	mmintz	020619
531	2	531.2	Approved	"Schneider Tree Care 3.5""w GNOR"	Embroidery		AJ3 - GNOR	mmintz	001653
557	2	557.2	Approved	"Sky Quest 2.5""w WHRD"	Screen Print/Heat Transfer		RKR - WHRD	mmintz	012939
601	2	601.2	Approved	"O'Connell Electric 4""w BKRDWH"	Embroidery		ASX - BKRDWH	mmintz	014800
642	2	642.2	Approved	"Russell Tree 3.75""w BK"	Screen Print/Heat Transfer		SBH - BK	mmintz	001619
80	2	80.2	Approved	"DECCO 2.01""w x WH"	Embroidery		AG2 - WH	vrowinsky	003101
80	3	80.3	Approved	"DECCO 2.01""w BK"	Embroidery		AG2 - BK	mmintz	002429
816	2	816.2	Approved	"SwitchNGo 3.50"" w WHBKRD"	Screen Print/Heat Transfer		R6A	mmintz	001801
83	2	83.2	Approved	"Stanley Tree 2.9""w WHGY"	Embroidery		AA5 - WHGY	vrowinsky	003101
83	3	83.3	Approved	"Stanley Tree 2.9""w RDBK"	Embroidery		AA5 - RDBK	mmintz	002171
872	2	872.2	Approved	Phillips & Jordan 3.02” WHYWBK	Embroidery		BUS - HAT - WHYWBK	mmintz	001448
94	2	94.2	Approved	"JDB NOW 4""w WHOR"	Embroidery		AJX - WHOR	mmintz	000995
31	2	31.2	Approved	Davey RG 7”w BK	Screen Print/Heat Transfer		RWE - BK	vrowinsky	002388
1625	1	1625.1	Approved	"Wright Service 3.01""h x 1.14""h"	Embroidery		ABW	vrowinsky	002095
1626	1	1626.1	Approved	"Cumberland 3""w x 1.56""h"	Embroidery		A46	vrowinsky	000527
1627	1	1627.1	Approved	"Arborwear 1C 2.25""w x 0.75""h"	Screen Print/Heat Transfer		Q1U	vrowinsky	003101
1623	1	1623.1	Approved	Beyond the Leaf 3.75”w X 2.4”h	Screen Print/Heat Transfer		TLW	mmintz	020575
1624	1	1624.1	Approved	Beyond the Leaf 2”w X 1.66”h	Screen Print/Heat Transfer		TLX	mmintz	020575
1611	1	1611.1	Approved	Treesmiths 10”w X 4.18”h	Screen Print/Heat Transfer		TL4	mmintz	020619
1612	1	1612.1	Approved	Treesmiths 10”w X 4.18”h	Screen Print/Heat Transfer		TL5	mmintz	020619
1613	1	1613.1	Approved	"Bartlett Trainer 4”w X 2.26""h"	Screen Print/Heat Transfer		TL8	mmintz	002120
1614	1	1614.1	Approved	3C Climber 8”w X 7.7	Screen Print/Heat Transfer		TLK	mmintz	003101
1615	1	1615.1	Approved	Arborwear Racerback 2.1”w X 14	Screen Print/Heat Transfer		TLL	mmintz	003101
1616	1	1616.1	Approved	Tree Ring 10.5”w X 11.8”h	Screen Print/Heat Transfer		TLJ	mmintz	003101
1617	1	1617.1	Approved	"Leaf Map 9.25""w x 14""h"	Screen Print/Heat Transfer		TLM	mmintz	003101
1618	1	1618.1	Approved	Arborwear Badge 10”w x 7.55”h	Screen Print/Heat Transfer		TLN	mmintz	003101
1619	1	1619.1	Approved	Bartlett Trainer 4.02”w X 2.25	Embroidery		C6N	mmintz	002120
1620	1	1620.1	Approved	TTAP 2.01”w X 2.03”h	Embroidery		C6W - HAT	mmintz	002118
1621	1	1621.1	Approved	Helix Linear 3.99”w X 1.04”h	Embroidery		C6S	mmintz	004411
1622	1	1622.1	Approved	"Mainscape Sunhat 2.31""w x 1.01"	Embroidery		C6Y - HAT	mmintz	001156
1601	1	1601.1	Approved	AZCO (3-4 Placements)	Screen Print/Heat Transfer		PDQ SEE PROOF	mmintz	022482
1602	1	1602.1	Approved	Tree Trust 4”w X 1.6”h	Screen Print/Heat Transfer		TKA	mmintz	001914
1603	1	1603.1	Approved	TTAP 1C 10”w X 10”h	Screen Print/Heat Transfer		TKJ	mmintz	002118
1604	1	1604.1	Approved	TTAP 10”w X 10”h	Screen Print/Heat Transfer		TKB	mmintz	002118
1606	1	1606.1	Approved	SAT 25 Years 3.51”w X 2.08”h	Embroidery		C6G	mmintz	002398
1607	1	1607.1	Approved	Safety Pro '26 2.00”w X 1.04”h	Embroidery		C6D	mmintz	002127
1608	1	1608.1	Approved	Winkler 3.53”w X 1.34”h	Embroidery		C66	mmintz	000832
1609	1	1609.1	Approved	Mobilize Green 4.02”w X 0.72”h	Embroidery		C5B - HAT	mmintz	002346
1610	1	1610.1	Approved	"Bartlett NO FILL 4.06""w x 1.48"	Embroidery		C69 - HAT Match threads to bill rope.	mmintz	002120
1592	1	1592.1	Approved	"Brightview 3""w x 1.05""h"	Screen Print/Heat Transfer		TKQ	mmintz	000332
1593	1	1593.1	Approved	Brightview Perfect 10”w X 3”h	Screen Print/Heat Transfer		TKP	mmintz	000332
1594	1	1594.1	Approved	"Growth Solutions 7”w X 9.6""h"	Screen Print/Heat Transfer		TKL	mmintz	001527
1595	1	1595.1	Approved	Arborist Standards 10”w X 8.4”	Screen Print/Heat Transfer		TKT	mmintz	000164
1596	1	1596.1	Approved	"Mobilize Green 10""w x 1.77""h"	Screen Print/Heat Transfer		TL2	mmintz	002346
1597	1	1597.1	Approved	Good Nature 3.99”w X 1.28”h	Embroidery		C5T	vrowinsky	000794
1598	1	1598.1	Approved	"GN Bruce 2.69”w X 2.81""h"	Embroidery		C5U	vrowinsky	000794
1599	1	1599.1	Approved	"Purdue Uni 3.5""w x 2.27""h"	Screen Print/Heat Transfer		TJL	vrowinsky	002851
1600	1	1600.1	Approved	Purdue Admin Ops 3”w X 0.6”h	Screen Print/Heat Transfer		TJM	vrowinsky	002851
1591	1	1591.1	Approved	"Ennis 2.39"" x 3"""	Embroidery		BAU	vrowinsky	000650
1585	1	1585.1	Approved	"SAT 5 Yr Award 4""w x 2.61""h"	Embroidery		A9L	vrowinsky	002398
1586	1	1586.1	Approved	"SavATree 2.49""w x 1.01""h"	Embroidery		AK9	vrowinsky	002398
1587	1	1587.1	Approved	"American Flag 3""w x 1.8""h"	Screen Print/Heat Transfer		QQD	vrowinsky	*
1588	1	1588.1	Approved	CVA New Mexico 2.5”w X 2.5”h	Hat Press Heat Press		GDM	vrowinsky	002397
1589	1	1589.1	Approved	"Asplundh Brush 3.5""w x .75""h"	Screen Print/Heat Transfer		R13	vrowinsky	002154
1542	1	1542.1	Approved	"Davey - DIUVM 3""w X 0.61""h"	Embroidery		AZF	vrowinsky	002388
1543	1	1543.1	Approved	"Treeworks Clearing 4""w x 1.39"""	Embroidery		AF2	vrowinsky	001919
1544	1	1544.1	Approved	"Ennis Constr 2.75""w x 3.5""h"	Embroidery		AEQ	vrowinsky	000650
1545	1	1545.1	Approved	EMB Personalization - Block	Emb Personalization		A4Z	vrowinsky	*
1546	1	1546.1	Approved	"Arborist Enterp 3.5""w x 2.1""h"	Embroidery		ADV	vrowinsky	000160
1547	1	1547.1	Approved	"Bradley Mech 4.5""w x 1.13""h"	Embroidery		AD8	vrowinsky	002217
1548	1	1548.1	Approved	"UpTower 5.97""w x 1.26""h"	Embroidery		ACW	vrowinsky	003868
1549	1	1549.1	Approved	"Nantucket Yard 4""w x .7""h"	Embroidery		ACS	vrowinsky	001273
1550	1	1550.1	Approved	"Ossipee Mount 4.25""w x 1.75""h"	Embroidery		ACN	vrowinsky	001389
1551	1	1551.1	Approved	Tadcon 3.24”w X 3.02”h	Embroidery		BMY	vrowinsky	037657
1552	1	1552.1	Approved	"Wilkinson Eco 4.02""w x 0.98""h"	Embroidery		ABR	vrowinsky	002060
1553	1	1553.1	Approved	"UTS 3.99""w X 1.06""h"	Embroidery		ABF	vrowinsky	002127
1554	1	1554.1	Approved	"Tree Tech Txt 4.02""w x 1.36""h"	Embroidery		AAY	vrowinsky	001911
1555	1	1555.1	Approved	"TP TRAILERS 3.99”w X 1.12""h"	Embroidery		AV8	vrowinsky	000563
1556	1	1556.1	Approved	"SAT Consulting 3.95""w x 2.27""h"	Embroidery		A9N	vrowinsky	002398
1557	1	1557.1	Approved	"Mainscape Keys 3.5""w x 2.8""h"	Screen Print/Heat Transfer		TIG	mmintz	001156
1558	1	1558.1	Approved	"Urban Wood Lab 2.25""w x 2.25""h"	Embroidery		AI6	vrowinsky	000915
1559	1	1559.1	Approved	Arbor Works HVSA 7”w X 2”h	Screen Print/Heat Transfer		TIP	mmintz	004619
1560	1	1560.1	Approved	"National Park Serv 3""w x 3.95"""	Embroidery		A83	vrowinsky	026680
1561	1	1561.1	Approved	Mainscape 9”w x 2.5”h	Screen Print/Heat Transfer		TIH	mmintz	001156
1562	1	1562.1	Approved	Mainscape 8”w x 3.4”h	Screen Print/Heat Transfer		TII	mmintz	001156
1563	1	1563.1	Approved	"CS Tree 3.75""w x 2""h"	Embroidery		A45	vrowinsky	000521
1564	1	1564.1	Approved	"Asplundh Region 066 4""w x 0.9"""	Screen Print/Heat Transfer		TJ2	mmintz	002127
1565	1	1565.1	Approved	"Asplundh Safety 9”w X 1.9""h"	Screen Print/Heat Transfer		TJ3	mmintz	002127
1566	1	1566.1	Approved	Boutte Tree 11”w X 9.9”h	Screen Print/Heat Transfer		TI8	mmintz	000310
1567	1	1567.1	Approved	"Boutte Tree 3.5""w x 3.17""h"	Screen Print/Heat Transfer		TI9	mmintz	000310
1568	1	1568.1	Approved	Superior Tree Care 7”w X 8.7”h	Screen Print/Heat Transfer		TJC	mmintz	001793
1569	1	1569.1	Approved	"City of Bexley 1.82""w x 2.25""h"	Embroidery		A3N - THICK	vrowinsky	000270
1570	1	1570.1	Approved	Tri-C Plant Science 3”w X 2.67	Screen Print/Heat Transfer		TJG	mmintz	000532
1571	1	1571.1	Approved	"All About Trees 3.64""w x 1.29"""	Embroidery		A1K	vrowinsky	000078
1572	1	1572.1	Approved	"Asplundh Rail 3.3”w x 0.68""h"	Screen Print/Heat Transfer		TJJ	mmintz	002127
1574	1	1574.1	Approved	Ohio Flag 3.00”w X 1.87”h	Embroidery		C5Y	mmintz	*
1575	1	1575.1	Approved	"SAT Fleet Dept. 3.51”w X 1.16"""	Embroidery		C64	mmintz	002398
1576	1	1576.1	Approved	BYU Davey 3.98”w X 1.05”h	Embroidery		C5L - HAT	mmintz	002387
1577	1	1577.1	Approved	"ACRT Horizontal 3.5""w x 1.13""h"	Embroidery		A17	vrowinsky	000011
1578	1	1578.1	Approved	"ACRT Arborist 1.99""w x 1.74""h"	Embroidery		A15	vrowinsky	000011
1579	1	1579.1	Approved	"CS Tree 3.75""w x 2""h"	Embroidery		A45	vrowinsky	000521
1580	1	1580.1	Approved	"Kendall Vegetation 3.75” X .8"""	Embroidery		BGA	vrowinsky	040037
1476	1	1476.1	Approved	Meridian Tree 3.74”w X 2.67”h	Embroidery		BKI	vrowinsky	001197
1477	1	1477.1	Approved	Old Growth 3.01”w X 2.94”h	Embroidery		BK9	vrowinsky	002360
1478	1	1478.1	Approved	Red Sun Constr 2.45”w X 3.02”h	Embroidery		BK3	vrowinsky	036743
1479	1	1479.1	Approved	"Bradley Mech 4.52”w X 1.04""h"	Embroidery		BJU	vrowinsky	002217
1480	1	1480.1	Approved	N&D Tree 2.99”w X 3.5”h	Embroidery		BJT	vrowinsky	010954
1481	1	1481.1	Approved	Emerald 4.01”w X 1.47”h	Embroidery		BJQ	vrowinsky	000643
1482	1	1482.1	Approved	Emerald 8”w X 2.95”h	Embroidery		BJR	vrowinsky	000643
1483	1	1483.1	Approved	"Davey Forestry 4.01""w X 2.44""h"	Embroidery		BJN	vrowinsky	002388
1484	1	1484.1	Approved	Stewarts 4”w X 1.23”h	Embroidery		BJI	vrowinsky	002398
1485	1	1485.1	Approved	"Althans Insurance 3.24” X 3.5"""	Embroidery		BJ5	vrowinsky	036513
1486	1	1486.1	Approved	Althans Insurance 2.76” X 3.49	Embroidery		BJ6	vrowinsky	036513
1487	1	1487.1	Approved	"SAT Recruiting 3.24”w X 2.02"""	Embroidery		BJ1 - HAT	vrowinsky	002398
1488	1	1488.1	Approved	Heartwood 3.49”w X 3.5”h	Embroidery		BIM	vrowinsky	000870
1489	1	1489.1	Approved	"Maguire Tree 4.01”w X 1.25""h"	Embroidery		BIH	vrowinsky	001152
1490	1	1490.1	Approved	"Vermont Timber 3.48""w x 3.32""h"	Embroidery		ACB	vrowinsky	003789
1491	1	1491.1	Approved	TCIA Corporate 4”w X 3.8”h	Embroidery		BI5	vrowinsky	001817
1492	1	1492.1	Approved	A Cut Above 24 3.76”w X 3.48”h	Embroidery		BI3	vrowinsky	001140
1493	1	1493.1	Approved	"Utility Tree 2.53""w x 1.08""h"	Embroidery		BI2 - HAT	vrowinsky	002127
1494	1	1494.1	Approved	Land Symposium 3.52”w X 2.28”h	Embroidery		BHU	vrowinsky	001450
1495	1	1495.1	Approved	"Safety Council 3.5”w X 3.5""h"	Embroidery		BHT	vrowinsky	001527
1496	1	1496.1	Approved	SAT General 2.72”w X 2.02”h	Embroidery		BHP - HAT	vrowinsky	002398
1497	1	1497.1	Approved	"Rainbow Tree Co 3.5""w x 2.11""h"	Embroidery		A95	vrowinsky	001527
1499	1	1499.1	Approved	Village Gardener .60”w X 2”h	Embroidery		BHM - HAT	vrowinsky	002002
1500	1	1500.1	Approved	SavATree (Tree) 6.02”w X 4.87”	Embroidery		BYJ	vrowinsky	002398
1501	1	1501.1	Approved	ForeverLawn Golf 4”w X 1.28”h	Embroidery		BFQ	vrowinsky	000717
1502	1	1502.1	Approved	Bethel Mills 3.52”w X 2.35”h	Embroidery		BDT	vrowinsky	030975
1503	1	1503.1	Approved	"Bethel Mills Ander 3.5” X .62"""	Embroidery		BDV	mmintz	030975
1504	1	1504.1	Approved	"Bethel Mills Marvin 3”w X .59"""	Embroidery		BDU	mmintz	030975
1505	1	1505.1	Approved	"Maverick Environ 3.76"" x 2.03"""	Embroidery		BBQ	vrowinsky	001180
1506	1	1506.1	Approved	"Green Tree Ont 3.51"" x 3.08"""	Embroidery		BB8	mmintz	030245
1507	1	1507.1	Approved	"Canadian Flag 3.02""w x 1.55"""	Embroidery		BB9	vrowinsky	*
1508	1	1508.1	Approved	Dulcedo 3.75”w X 1.02”h	Embroidery		BAZ - HAT	mmintz	000610
